experiment,cycle,start_peak_temp_c,end_peak_temp_c,old_frequencies_mhz,new_frequencies_mhz,active_cores,predicted_core_temps_c,predicted_temp_errors_c,start_core_temps_c,end_core_temps_c,start_core_powers_w,end_core_powers_w,start_core_utilizations,end_core_utilizations,start_core_cpis,end_core_cpis,start_core_rel_nuca_cpis,end_core_rel_nuca_cpis,start_core_ips,end_core_ips,start_core_task_ids,end_core_task_ids,start_core_thread_ids,end_core_thread_ids
"parsec-streamcluster-simsmall-3",0,80.83,73.97,"4000;4000;4000;4000","1500;2500;2500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","72.45;51.38;64.45;80.83","47.46;73.91;73.97;47.94","3.105619894;0.7612299175;2.168527662;3.688551374","0.513987028;3.420001494;3.422744554;0.6755148447","0.2979737783;0.127420999;0.3644314869;0.3731343284","0;0.3457814661;0.346740638;0.3918495298","0.839;1.962;0.686;0.67","1500000.6;0.723;0.721;0.638","0;0;0;0","0;0;0;0","-1191895.113;-509683.9959;-1457725.948;-1492537.313","999.9996;3457814661;3467406380;1567398119","0;0;0;0","0;0;0;0","0;1;2;3","0;1;2;3"
"parsec-streamcluster-simsmall-3",1,73.97,71.45,"1500;2500;2500;1000","2000;2000;1000;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","47.46;73.91;73.97;47.94","62.7;71.45;52.32;55.45","0.513987028;3.420001494;3.422744554;0.6755148447","2.288906452;2.435471672;0.4027583522;1.426593191","0;0.3457814661;0.346740638;0.3918495298","0.3147914033;0.3453038674;0;0.3770739065","1500000.6;0.723;0.721;0.638","0.791;0.724;1000050.178;0.663","0;0;0;0","0;0;0;0","999.9996;3457814661;3467406380;1567398119","2528445006;2762430939;999.9498245;2262443439","0;0;0;0","0;0;0;0","0;1;2;3","1;2;0;3"
"parsec-streamcluster-simsmall-3",2,71.45,69.95,"2000;2000;1000;1500","1500;2000;1000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","62.7;71.45;52.32;55.45","58.67;69.95;51.28;48.84","2.288906452;2.435471672;0.4027583522;1.426593191","1.365872831;2.250470302;0.7410911427;0.6399895837","0.3147914033;0.3453038674;0;0.3770739065","0.3581661891;0.314861461;0.3924646782;0","0.791;0.724;1000050.178;0.663","0.698;0.794;0.637;2000116.715","0;0;0;0","0;0;0;0","2528445006;2762430939;999.9498245;2262443439","2148997135;2518891688;1569858713;999.9416459","0;0;0;0","0;0;0;0","1;2;0;3","2;1;3;0"
"parsec-streamcluster-simsmall-3",3,69.95,79.98,"1500;2000;1000;2000","2500;2500;1000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","58.67;69.95;51.28;48.84","78.2;79.98;50.17;47.8","1.365872831;2.250470302;0.7410911427;0.6399895837","3.442560654;3.296274014;0.6808544597;0.4027583553","0.3581661891;0.314861461;0.3924646782;0","0.350140056;0.3306878307;0.4032258065;0","0.698;0.794;0.637;2000116.715","0.714;0.756;0.62;1000037.439","0;0;0;0","0;0;0;0","2148997135;2518891688;1569858713;999.9416459","3501400560;3306878307;1612903226;999.9625624","0;0;0;0","0;0;0;0","2;1;3;0","2;1;3;0"
"parsec-streamcluster-simsmall-3",4,79.98,64.55,"2500;2500;1000;1000","1000;2000;1500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","78.2;79.98;50.17;47.8","57.57;55.12;55.56;64.55","3.442560654;3.296274014;0.6808544597;0.4027583553","0.7428515257;0.6399895837;1.325974101;2.377384112","0.350140056;0.3306878307;0.4032258065;0","0.3949447077;0;0.3410641201;0.3410641201","0.714;0.756;0.62;1000037.439","0.633;2000000.262;0.733;0.733","0;0;0;0","0;0;0;0","3501400560;3306878307;1612903226;999.9625624","1579778831;999.999869;2046384720;2728512960","0;0;0;0","0;0;0;0","2;1;3;0","3;0;1;2"
"parsec-streamcluster-simsmall-3",5,64.55,69.14,"1000;2000;1500;2000","2000;2000;1500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","57.57;55.12;55.56;64.55","69.14;67.4;48.32;53.79","0.7428515257;0.6399895837;1.325974101;2.377384112","2.448877712;2.318161442;0.5139870221;0.7513806527","0.3949447077;0;0.3410641201;0.3410641201","0.3546099291;0.3285151117;0;0.4045307443","0.633;2000000.262;0.733;0.733","0.705;0.761;1500051;0.618","0;0;0;0","0;0;0;0","1579778831;999.999869;2046384720;2728512960","2836879433;2628120894;999.9660012;1618122977","0;0;0;0","0;0;0;0","3;0;1;2","2;1;0;3"
"parsec-streamcluster-simsmall-3",6,69.14,75.57,"2000;2000;1500;1000","1500;1000;2500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","69.14;67.4;48.32;53.79","59.61;54.34;75.57;48.87","2.448877712;2.318161442;0.5139870221;0.7513806527","1.213454012;0.6536986537;3.431638604;0.6399895934","0.3546099291;0.3285151117;0;0.4045307443","0.3687315634;0.3619186047;0.350140056;0","0.705;0.761;1500051;0.618","0.678;0.688;0.714;2000000.398","0;0;0;0","0;0;0;0","2836879433;2628120894;999.9660012;1618122977","2212389381;1453488372;3501400560;999.999801","0;0;0;0","0;0;0;0","2;1;0;3","2;1;3;0"
"parsec-streamcluster-simsmall-3",7,75.57,82.46,"1500;1000;2500;2000","1500;1000;2500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","59.61;54.34;75.57;48.87","49.95;51.62;82.46;62.92","1.213454012;0.6536986537;3.431638604;0.6399895934","0.513987028;0.6939534747;3.463107014;2.156057012","0.3687315634;0.3619186047;0.350140056;0","0;0.4215851602;0.3531073446;0.3714710253","0.678;0.688;0.714;2000000.398","1500000.695;0.593;0.708;0.673","0;0;0;0","0;0;0;0","2212389381;1453488372;3501400560;999.999801","999.9995367;1686340641;3531073446;2971768202","0;0;0;0","0;0;0;0","2;1;3;0","0;2;1;3"
"parsec-streamcluster-simsmall-3",8,82.46,86.48,"1500;1000;2500;2000","2500;2500;2500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","49.95;51.62;82.46;62.92","78.29;49.41;86.48;67.21","0.513987028;0.6939534747;3.463107014;2.156057012","3.685508844;0.7811186458;3.688827424;2.281582202","0;0.4215851602;0.3531073446;0.3714710253","0.3720238095;0;0.3725782414;0.3894080997","1500000.695;0.593;0.708;0.673","0.672;2500000.408;0.671;0.642","0;0;0;0","0;0;0;0","999.9995367;1686340641;3531073446;2971768202","3720238095;999.9998368;3725782414;3115264798","0;0;0;0","0;0;0;0","0;2;1;3","3;0;2;1"
"parsec-streamcluster-simsmall-3",9,86.48,66.25,"2500;2500;2500;2000","1000;2000;1000;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","78.29;49.41;86.48;67.21","57.8;66.25;56.96;60.81","3.685508844;0.7811186458;3.688827424;2.281582202","0.7615667877;2.459737122;0.4027583522;1.397423122","0.3720238095;0;0.3725782414;0.3894080997","0.4173622705;0.3576537911;0;0.3720238095","0.672;2500000.408;0.671;0.642","0.599;0.699;1000000.311;0.672","0;0;0;0","0;0;0;0","3720238095;999.9998368;3725782414;3115264798","1669449082;2861230329;999.999689;2232142857","0;0;0;0","0;0;0;0","3;0;2;1","3;2;0;1"
"parsec-streamcluster-simsmall-3",10,66.25,57.35,"1000;2000;1000;1500","1000;1000;2500;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","57.8;66.25;56.96;60.81","52.53;53.68;50.16;57.35","0.7615667877;2.459737122;0.4027583522;1.397423122","0.6832793857;0.6744733387;0.7811186458;1.195493452","0.4173622705;0.3576537911;0;0.3720238095","0.4091653028;0.3961965135;0;0.3602305476","0.599;0.699;1000000.311;0.672","0.611;0.631;2500001.632;0.694","0;0;0;0","0;0;0;0","1669449082;2861230329;999.999689;2232142857","1636661211;1584786054;999.9993472;2161383285","0;0;0;0","0;0;0;0","3;2;0;1","3;1;0;2"
"parsec-streamcluster-simsmall-3",11,57.35,80.53,"1000;1000;2500;1500","2500;2500;2000;2500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","52.53;53.68;50.16;57.35","79.33;79.94;49.25;80.53","0.6832793857;0.6744733387;0.7811186458;1.195493452","3.742551814;3.789088884;0.6399895934;3.752258084","0.4091653028;0.3961965135;0;0.3602305476","0.3765060241;0.3822629969;0;0.3776435045","0.611;0.631;2500001.632;0.694","0.664;0.654;2000000.506;0.662","0;0;0;0","0;0;0;0","1636661211;1584786054;999.9993472;2161383285","3765060241;3822629969;999.999747;3776435045","0;0;0;0","0;0;0;0","3;1;0;2","1;3;0;2"
"parsec-streamcluster-simsmall-3",12,80.53,84.09,"2500;2500;2000;2500","2500;1500;2500;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","79.33;79.94;49.25;80.53","84.09;62.8;49.81;62.88","3.742551814;3.789088884;0.6399895934;3.752258084","3.524273924;1.303304771;0.7811186458;1.287083631","0.3765060241;0.3822629969;0;0.3776435045","0.3566333809;0.408496732;0;0.3993610224","0.664;0.654;2000000.506;0.662","0.701;0.612;2500000.931;0.626","0;0;0;0","0;0;0;0","3765060241;3822629969;999.999747;3776435045","3566333809;2450980392;999.9996276;2396166134","0;0;0;0","0;0;0;0","1;3;0;2","1;3;0;2"
"parsec-streamcluster-simsmall-3",13,84.09,72.88,"2500;1500;2500;1500","2000;2000;2500;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","84.09;62.8;49.81;62.88","72.88;67.97;49.9;59.31","3.524273924;1.303304771;0.7811186458;1.287083631","2.203033952;2.240259542;0.7811186458;1.311213331","0.3566333809;0.408496732;0;0.3993610224","0.3759398496;0.3858024691;0;0.4105090312","0.701;0.612;2500000.931;0.626","0.665;0.648;2500001.605;0.609","0;0;0;0","0;0;0;0","3566333809;2450980392;999.9996276;2396166134","3007518797;3086419753;999.999358;2463054187","0;0;0;0","0;0;0;0","1;3;0;2","1;3;0;2"
"parsec-streamcluster-simsmall-3",14,72.88,80.39,"2000;2000;2500;1500","1000;2000;1000;2500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","72.88;67.97;49.9;59.31","56.93;69.09;48.1;80.39","2.203033952;2.240259542;0.7811186458;1.311213331","0.7001335827;2.212213152;0.4027583553;3.566651334","0.3759398496;0.3858024691;0;0.4105090312","0.430292599;0.3858024691;0;0.3671071953","0.665;0.648;2500001.605;0.609","0.581;0.648;1000029.807;0.681","0;0;0;0","0;0;0;0","3007518797;3086419753;999.999358;2463054187","1721170396;3086419753;999.9701939;3671071953","0;0;0;0","0;0;0;0","1;3;0;2","1;3;0;2"
"parsec-streamcluster-simsmall-3",15,80.39,75.79,"1000;2000;1000;2500","1500;2000;1500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","56.93;69.09;48.1;80.39","60.1;73.75;48.29;75.79","0.7001335827;2.212213152;0.4027583553;3.566651334","1.499033011;2.643219572;0.5139870221;2.596598412","0.430292599;0.3858024691;0;0.3671071953","0.406504065;0.3863987635;0;0.3770739065","0.581;0.648;1000029.807;0.681","0.615;0.647;1500049.592;0.663","0;0;0;0","0;0;0;0","1721170396;3086419753;999.9701939;3671071953","2439024390;3091190108;999.9669398;3016591252","0;0;0;0","0;0;0;0","1;3;0;2","1;3;0;2"
"parsec-streamcluster-simsmall-3",16,75.79,78.97,"1500;2000;1500;2000","1500;2500;1500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","60.1;73.75;48.29;75.79","52.02;78.97;52.46;68.11","1.499033011;2.643219572;0.5139870221;2.596598412","0.6913920875;3.142728604;1.172945941;1.938493092","0.406504065;0.3863987635;0;0.3770739065","0.09389140271;0.3052503053;0.339673913;0.3125","0.615;0.647;1500049.592;0.663","2.652;0.819;0.736;0.8","0;0;0;0","0;0;0;0","2439024390;3091190108;999.9669398;3016591252","565610859.7;3052503053;2038043478;2500000000","0;0;0;0","0;0;0;0","1;3;0;2","0;4;5;6"
"parsec-streamcluster-simsmall-3",17,78.97,80.83,"1500;2500;1500;2000","1000;1000;1000;2500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","52.02;78.97;52.46;68.11","47.93;57.6;49.85;80.83","0.6913920875;3.142728604;1.172945941;1.938493092","0.4027583553;0.6508411117;0.6582076677;3.360098024","0.09389140271;0.3052503053;0.339673913;0.3125","0;0.3586800574;0.3698224852;0.3410641201","2.652;0.819;0.736;0.8","1000000.774;0.697;0.676;0.733","0;0;0;0","0;0;0;0","565610859.7;3052503053;2038043478;2500000000","999.999226;1434720230;1479289941;3410641201","0;0;0;0","0;0;0;0","0;4;5;6","0;4;5;6"
"parsec-streamcluster-simsmall-3",18,80.83,59.93,"1000;1000;1000;2500","1500;1000;1500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","47.93;57.6;49.85;80.83","48.16;54.14;58.53;59.93","0.4027583553;0.6508411117;0.6582076677;3.360098024","0.5139870123;0.8045407637;1.611383821;0.8294784267","0;0.3586800574;0.3698224852;0.3410641201","0;0.350631136;0.3486750349;0.374251497","1000000.774;0.697;0.676;0.733","1500049.603;0.713;0.717;0.668","0;0;0;0","0;0;0;0","999.999226;1434720230;1479289941;3410641201","999.9669324;1402524544;2092050209;1497005988","0;0;0;0","0;0;0;0","0;4;5;6","0;4;5;6"
"parsec-streamcluster-simsmall-3",19,59.93,93.35,"1500;1000;1500;1000","2000;3000;3000;3000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","48.16;54.14;58.53;59.93","48.79;86.31;90.05;93.35","0.5139870123;0.8045407637;1.611383821;0.8294784267","0.6399895998;4.50434876;4.8171574;4.95249725","0;0.350631136;0.3486750349;0.374251497","0;0.3176020408;0.3486750349;0.3623188406","1500049.603;0.713;0.717;0.668","2000042.832;0.784;0.717;0.69","0;0;0;0","0;0;0;0","999.9669324;1402524544;2092050209;1497005988","999.9785845;3826530612;4184100418;4347826087","0;0;0;0","0;0;0;0","0;4;5;6","0;4;5;6"
"parsec-streamcluster-simsmall-3",20,93.35,65.23,"2000;3000;3000;3000","1000;1000;1000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","48.79;86.31;90.05;93.35","47.78;62.26;63.66;65.23","0.6399895998;4.50434876;4.8171574;4.95249725","0.4027583368;0.9736797477;1.041413898;1.048766458","0;0.3176020408;0.3486750349;0.3623188406","0;0.3315579228;0.374251497;0.3799392097","2000042.832;0.784;0.717;0.69","1000000.745;0.751;0.668;0.658","0;0;0;0","0;0;0;0","999.9785845;3826530612;4184100418;4347826087","999.999255;1331557923;1497005988;1519756839","0;0;0;0","0;0;0;0","0;4;5;6","0;4;5;6"
"parsec-streamcluster-simsmall-3",21,65.23,62.46,"1000;1000;1000;1000","2000;1500;1500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","47.78;62.26;63.66;65.23","62.46;60.86;60.99;52.12","0.4027583368;0.9736797477;1.041413898;1.048766458","2.221085892;1.443652611;1.430902982;0.4027583522","0;0.3315579228;0.374251497;0.3799392097","0.302184466;0.3858024691;0.3787878788;0","1000000.745;0.751;0.668;0.658","0.824;0.648;0.66;1000017.681","0;0;0;0","0;0;0;0","999.999255;1331557923;1497005988;1519756839","2427184466;2314814815;2272727273;999.9823193","0;0;0;0","0;0;0;0","0;4;5;6","4;6;5;0"
"parsec-streamcluster-simsmall-3",22,62.46,71.16,"2000;1500;1500;1000","2000;2000;2000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","62.46;60.86;60.99;52.12","67.71;71.16;70.92;48.95","2.221085892;1.443652611;1.430902982;0.4027583522","2.343912382;2.592328472;2.571545762;0.6399895837","0.302184466;0.3858024691;0.3787878788;0","0.3233766234;0.3753753754;0.3703703704;0","0.824;0.648;0.66;1000017.681","0.77;0.666;0.675;2000000.834","0;0;0;0","0;0;0;0","2427184466;2314814815;2272727273;999.9823193","2597402597;3003003003;2962962963;999.999583","0;0;0;0","0;0;0;0","4;6;5;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",23,71.16,71.08,"2000;2000;2000;2000","2000;1500;1500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","67.71;71.16;70.92;48.95","71.08;62.74;62.66;47.94","2.343912382;2.592328472;2.571545762;0.6399895837","2.474692622;1.462483902;1.461602232;0.4027583522","0.3233766234;0.3753753754;0.3703703704;0","0.3546099291;0.3924646782;0.3924646782;0","0.77;0.666;0.675;2000000.834","0.705;0.637;0.637;1000028.756","0;0;0;0","0;0;0;0","2597402597;3003003003;2962962963;999.999583","2836879433;2354788069;2354788069;999.9712448","0;0;0;0","0;0;0;0","4;6;5;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",24,71.08,82.8,"2000;1500;1500;1000","2500;2500;2000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","71.08;62.74;62.66;47.94","82.8;82.04;68.46;48.87","2.474692622;1.462483902;1.461602232;0.4027583522","3.616568354;3.708684784;2.316292142;0.6399895934","0.3546099291;0.3924646782;0.3924646782;0","0.3628447025;0.3748125937;0.398089172;0","0.705;0.637;0.637;1000028.756","0.689;0.667;0.628;2000000.713","0;0;0;0","0;0;0;0","2836879433;2354788069;2354788069;999.9712448","3628447025;3748125937;3184713376;999.9996435","0;0;0;0","0;0;0;0","4;6;5;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",25,82.8,65.43,"2500;2500;2000;2000","1500;1500;1000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","82.8;82.04;68.46;48.87","65.43;55.55;55.89;65.3","3.616568354;3.708684784;2.316292142;0.6399895934","1.413043951;0.5139870221;0.7648046087;2.425655192","0.3628447025;0.3748125937;0.398089172;0","0.3787878788;0;0.4201680672;0.350140056","0.689;0.667;0.628;2000000.713","0.66;1500046.093;0.595;0.714","0;0;0;0","0;0;0;0","3628447025;3748125937;3184713376;999.9996435","2272727273;999.9692723;1680672269;2801120448","0;0;0;0","0;0;0;0","4;6;5;0","5;0;6;4"
"parsec-streamcluster-simsmall-3",26,65.43,79.09,"1500;1500;1000;2000","1000;1000;1000;2500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","65.43;55.55;55.89;65.3","51.91;52.42;52.06;79.09","1.413043951;0.5139870221;0.7648046087;2.425655192","0.4027583553;0.6909952277;0.6860571487;3.383307214","0.3787878788;0;0.4201680672;0.350140056","0;0.4194630872;0.4118616145;0.3434065934","0.66;1500046.093;0.595;0.714","1000026.8;0.596;0.607;0.728","0;0;0;0","0;0;0;0","2272727273;999.9692723;1680672269;2801120448","999.9732007;1677852349;1647446458;3434065934","0;0;0;0","0;0;0;0","5;0;6;4","0;6;4;5"
"parsec-streamcluster-simsmall-3",27,79.09,78.46,"1000;1000;1000;2500","2000;2500;1000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","51.91;52.42;52.06;79.09","65.28;78.46;50.93;54.37","0.4027583553;0.6909952277;0.6860571487;3.383307214","2.203736362;3.553532594;0.6993360377;0.4027583553","0;0.4194630872;0.4118616145;0.3434065934","0.382848392;0.3649635036;0.4295532646;0","1000026.8;0.596;0.607;0.728","0.653;0.685;0.582;1000032","0;0;0;0","0;0;0;0","999.9732007;1677852349;1647446458;3434065934","3062787136;3649635036;1718213058;999.968001","0;0;0;0","0;0;0;0","0;6;4;5","5;6;4;0"
"parsec-streamcluster-simsmall-3",28,78.46,83.12,"2000;2500;1000;1000","1000;2500;1000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","65.28;78.46;50.93;54.37","54.18;83.12;50.32;48.99","2.203736362;3.553532594;0.6993360377;0.4027583553","0.6946729057;3.408252724;0.6895320877;0.6399895934","0.382848392;0.3649635036;0.4295532646;0","0.425170068;0.346740638;0.4159733777;0","0.653;0.685;0.582;1000032","0.588;0.721;0.601;2000000.6","0;0;0;0","0;0;0;0","3062787136;3649635036;1718213058;999.968001","1700680272;3467406380;1663893511;999.9997","0;0;0;0","0;0;0;0","5;6;4;0","5;6;4;0"
"parsec-streamcluster-simsmall-3",29,83.12,86.62,"1000;2500;1000;2000","1000;2500;2500;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","54.18;83.12;50.32;48.99","51.66;86.62;78.01;49.07","0.6946729057;3.408252724;0.6895320877;0.6399895934","0.7047043037;3.578844814;3.608666034;0.6399895934","0.425170068;0.346740638;0.4159733777;0","0.4370629371;0.3681885125;0.3725782414;0","0.588;0.721;0.601;2000000.6","0.572;0.679;0.671;2000005.4","0;0;0;0","0;0;0;0","1700680272;3467406380;1663893511;999.9997","1748251748;3681885125;3725782414;999.9973","0;0;0;0","0;0;0;0","5;6;4;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",30,86.62,77.43,"1000;2500;2500;2000","1500;2000;1000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","51.66;86.62;78.01;49.07","57.48;77.43;57.77;47.94","0.7047043037;3.578844814;3.608666034;0.6399895934","1.433124142;2.502321302;0.7817490307;0.4027583522","0.4370629371;0.3681885125;0.3725782414;0","0.3863987635;0.3644314869;0.4393673111;0","0.572;0.679;0.671;2000005.4","0.647;0.686;0.569;1000013.49","0;0;0;0","0;0;0;0","1748251748;3681885125;3725782414;999.9973","2318392581;2915451895;1757469244;999.9865102","0;0;0;0","0;0;0;0","4;6;5;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",31,77.43,79.36,"1500;2000;1000;1000","2500;2000;1500;2500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","57.48;77.43;57.77;47.94","79.36;72.36;58.13;49.52","1.433124142;2.502321302;0.7817490307;0.4027583522","3.601620964;2.244418462;1.335162761;0.7811186458","0.3863987635;0.3644314869;0.4393673111;0","0.3660322108;0.3863987635;0.4237288136;0","0.647;0.686;0.569;1000013.49","0.683;0.647;0.59;2500021.509","0;0;0;0","0;0;0;0","2318392581;2915451895;1757469244;999.9865102","3660322108;3091190108;2542372881;999.9913965","0;0;0;0","0;0;0;0","4;6;5;0","4;6;5;0"
"parsec-streamcluster-simsmall-3",32,79.36,79.28,"2500;2000;1500;2500","1500;1500;2500;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","79.36;72.36;58.13;49.52","54.47;62.01;79.28;48.76","3.601620964;2.244418462;1.335162761;0.7811186458","0.513987028;1.273683832;3.510168834;0.6965552727","0.3660322108;0.3863987635;0.4237288136;0","0;0.4006410256;0.3597122302;0.425170068","0.683;0.647;0.59;2500021.509","1500000.779;0.624;0.695;0.588","0;0;0;0","0;0;0;0","3660322108;3091190108;2542372881;999.9913965","999.9994807;2403846154;3597122302;1700680272","0;0;0;0","0;0;0;0","4;6;5;0","0;5;6;4"
"parsec-streamcluster-simsmall-3",33,79.28,80.62,"1500;1500;2500;1000","2500;1500;2500;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","54.47;62.01;79.28;48.76","53.63;58.63;80.62;53.32","0.513987028;1.273683832;3.510168834;0.6965552727","1.206802556;1.232793221;3.195505584;1.182892871","0;0.4006410256;0.3597122302;0.425170068","0.05518617021;0.3692762186;0.313283208;0.3443526171","1500000.779;0.624;0.695;0.588","4.512;0.677;0.798;0.726","0;0;0;0","0;0;0;0","999.9994807;2403846154;3597122302;1700680272","554078014.2;2215657312;3132832080;2066115702","0;0;0;0","0;0;0;0","0;5;6;4","0;7;8;9"
"parsec-streamcluster-simsmall-3",34,80.62,74.92,"2500;1500;2500;1500","1500;1000;2000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","53.63;58.63;80.62;53.32","57.63;49.89;74.92;50.98","1.206802556;1.232793221;3.195505584;1.182892871","1.391185192;0.4027583522;2.442374582;0.7412424557","0.05518617021;0.3692762186;0.313283208;0.3443526171","0.3671071953;0;0.3526093089;0.3888024883","4.512;0.677;0.798;0.726","0.681;1000036.964;0.709;0.643","0;0;0;0","0;0;0;0","554078014.2;2215657312;3132832080;2066115702","2202643172;999.9630374;2820874471;1555209953","0;0;0;0","0;0;0;0","0;7;8;9","9;0;8;7"
"parsec-streamcluster-simsmall-3",35,74.92,66.06,"1500;1000;2000;1000","1500;1000;2000;2000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","57.63;49.89;74.92;50.98","58.44;51.05;54.36;66.06","1.391185192;0.4027583522;2.442374582;0.7412424557","1.388331771;0.7469141037;0.6399895837;2.390056992","0.3671071953;0;0.3526093089;0.3888024883","0.3681885125;0.3987240829;0;0.3434065934","0.681;1000036.964;0.709;0.643","0.679;0.627;2000071.508;0.728","0;0;0;0","0;0;0;0","2202643172;999.9630374;2820874471;1555209953","2209131075;1594896332;999.9642473;2747252747","0;0;0;0","0;0;0;0","9;0;8;7","8;9;0;7"
"parsec-streamcluster-simsmall-3",36,66.06,76.72,"1500;1000;2000;2000","1500;2500;1000;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","58.44;51.05;54.36;66.06","56.98;76.72;52.14;50.81","1.388331771;0.7469141037;0.6399895837;2.390056992","1.231964181;3.456524294;0.6899859167;0.513987028","0.3681885125;0.3987240829;0;0.3434065934","0.3770739065;0.3521126761;0.4159733777;0","0.679;0.627;2000071.508;0.728","0.663;0.71;0.601;1500045.696","0;0;0;0","0;0;0;0","2209131075;1594896332;999.9642473;2747252747","2262443439;3521126761;1663893511;999.9695369","0;0;0;0","0;0;0;0","8;9;0;7","7;9;8;0"
"parsec-streamcluster-simsmall-3",37,76.72,83.01,"1500;2500;1000;1500","1500;2500;1000;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","56.98;76.72;52.14;50.81","56.68;83.01;51;48.38","1.231964181;3.456524294;0.6899859167;0.513987028","1.234684151;3.458445714;0.6885491507;0.513987028","0.3770739065;0.3521126761;0.4159733777;0","0.3793626707;0.3531073446;0.4132231405;0","0.663;0.71;0.601;1500045.696","0.659;0.708;0.605;1500000.996","0;0;0;0","0;0;0;0","2262443439;3521126761;1663893511;999.9695369","2276176024;3531073446;1652892562;999.999336","0;0;0;0","0;0;0;0","7;9;8;0","7;9;8;0"
"parsec-streamcluster-simsmall-3",38,83.01,65.07,"1500;2500;1000;1500","2000;1500;1000;1000","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","56.68;83.01;51;48.38","48.95;65.07;50.97;49.81","1.234684151;3.458445714;0.6885491507;0.513987028","0.6399895837;1.372443912;0.7408657777;0.7344782107","0.3793626707;0.3531073446;0.4132231405;0","0;0.363372093;0.3943217666;0.386996904","0.659;0.708;0.605;1500000.996","2000119.106;0.688;0.634;0.646","0;0;0;0","0;0;0;0","2276176024;3531073446;1652892562;999.999336","999.9404505;2180232558;1577287066;1547987616","0;0;0;0","0;0;0;0","7;9;8;0","0;8;9;7"
"parsec-streamcluster-simsmall-3",39,65.07,67.39,"2000;1500;1000;1000","2000;1000;2000;1500","1;1;1;1","nan;nan;nan;nan","nan;nan;nan;nan","48.95;65.07;50.97;49.81","48.95;55.57;67.39;56.24","0.6399895837;1.372443912;0.7408657777;0.7344782107","0.6399895837;0.7612065847;2.494009922;1.402303071","0;0.363372093;0.3943217666;0.386996904","0;0.415282392;0.3639010189;0.3736920777","2000119.106;0.688;0.634;0.646","2000123.106;0.602;0.687;0.669","0;0;0;0","0;0;0;0","999.9404505;2180232558;1577287066;1547987616","999.9384508;1661129568;2911208151;2242152466","0;0;0;0","0;0;0;0","0;8;9;7","0;8;9;7"
