experiment,cycle,start_peak_temp_c,end_peak_temp_c,old_frequencies_mhz,new_frequencies_mhz,active_cores,predicted_core_temps_c,predicted_temp_errors_c,start_core_temps_c,end_core_temps_c,start_core_powers_w,end_core_powers_w,start_core_utilizations,end_core_utilizations,start_core_cpis,end_core_cpis,start_core_rel_nuca_cpis,end_core_rel_nuca_cpis,start_core_ips,end_core_ips,start_core_task_ids,end_core_task_ids,start_core_thread_ids,end_core_thread_ids
"parsec-blackscholes-simsmall-3",0,63.52,47.62,"4000;4000;4000;4000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","49.86;60.02;47.78;63.52","47.62;45.43;45.43;45.43","0.4027583317;0.4027583317;0.4027583317;2.830807222","1.234394142;0.402759213;0.402759213;0.402759213","0;0;0;0.4788461538","0.136761488;0;0;0","430189;430189;430189;0.52","1.828;100010.5;100010.5;100010.5","0;0;0;0","0;0;0;0","-2.32455967;-2.32455967;-2.32455967;-1923076.923","1094091904;9.99895011;9.99895011;9.99895011","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",1,47.62,49.71,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","47.62;45.43;45.43;45.43","49.71;45.75;45.75;45.75","1.234394142;0.402759213;0.402759213;0.402759213","1.459244902;0.402759213;0.402759213;0.402759213","0.136761488;0;0;0","0.1798561151;0;0;0","1.828;100010.5;100010.5;100010.5","1.39;100008;100008;100008","0;0;0;0","0;0;0;0","1094091904;9.99895011;9.99895011;9.99895011","1438848921;9.999200064;9.999200064;9.999200064","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",2,49.71,53.63,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","49.71;45.75;45.75;45.75","53.63;46.01;46.01;46.01","1.459244902;0.402759213;0.402759213;0.402759213","2.269104672;0.402759213;0.402759213;0.402759213","0.1798561151;0;0;0","0.364568082;0;0;0","1.39;100008;100008;100008","0.683;100000.5;100000.5;100000.5","0;0;0;0","0;0;0;0","1438848921;9.999200064;9.999200064;9.999200064","2928257687;9.99995;9.99995;9.99995","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",3,53.63,51.45,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","53.63;46.01;46.01;46.01","50.36;51.45;46.23;46.23","2.269104672;0.402759213;0.402759213;0.402759213","0.402759213;2.147181392;0.402759213;0.402759213","0.364568082;0;0;0","0;0.337398374;0;0","0.683;100000.5;100000.5;100000.5","100000;0.738;100000;100000","0;0;0;0","0;0;0;0","2928257687;9.99995;9.99995;9.99995","10;2710027100;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",4,51.45,51.67,"1000;2000;1000;1000","1000;1000;2000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","50.36;51.45;46.23;46.23","49.59;47.97;51.67;46.41","0.402759213;2.147181392;0.402759213;0.402759213","0.402759213;0.402759213;2.200325442;0.402759213","0;0.337398374;0;0","0;0;0.3492286115;0","100000;0.738;100000;100000","100000;100000;0.713;100000","0;0;0;0","0;0;0;0","10;2710027100;10;10","10;10;2805049088;10","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",5,51.67,51.53,"1000;1000;2000;1000","1000;1000;1000;2000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.59;47.97;51.67;46.41","48.95;47.55;48.08;51.53","0.402759213;0.402759213;2.200325442;0.402759213","0.402759213;0.402759213;0.402759213;2.163865322","0;0;0.3492286115;0","0;0;0;0.3429355281","100000;100000;0.713;100000","100000;100000;100000;0.729","0;0;0;0","0;0;0;0","10;10;2805049088;10","10;10;10;2743484225","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",6,51.53,54.23,"1000;1000;1000;2000","1000;1000;1000;2000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","48.95;47.55;48.08;51.53","48.41;47.2;47.64;54.23","0.402759213;0.402759213;0.402759213;2.163865322","0.402759213;0.402759213;0.402759213;2.262858852","0;0;0;0.3429355281","0;0;0;0.3640350877","100000;100000;100000;0.729","100000;100000;100000;0.684","0;0;0;0","0;0;0;0","10;10;10;2743484225","10;10;10;2923976608","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",7,54.23,52.34,"1000;1000;1000;2000","1000;2000;1000;1000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","48.41;47.2;47.64;54.23","47.96;52.34;47.28;50.71","0.402759213;0.402759213;0.402759213;2.262858852","0.402759213;2.281834962;0.402759213;0.402759213","0;0;0;0.3640350877","0;0.3683431953;0;0","100000;100000;100000;0.684","100000;0.676;100000;100000","0;0;0;0","0;0;0;0","10;10;10;2923976608","10;2958579882;10;10","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",8,52.34,52.37,"1000;2000;1000;1000","1000;1000;2000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","47.96;52.34;47.28;50.71","47.58;49.82;52.37;49.89","0.402759213;2.281834962;0.402759213;0.402759213","0.402759213;0.402759213;2.285525542;0.402759213","0;0.3683431953;0;0","0;0;0.3688888889;0","100000;0.676;100000;100000","100011;100011;0.675;100011","0;0;0;0","0;0;0;0","10;2958579882;10;10","9.998900121;9.998900121;2962962963;9.998900121","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",9,52.37,54.94,"1000;1000;2000;1000","1000;1000;2000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","47.58;49.82;52.37;49.89","47.26;49.14;54.94;49.2","0.402759213;0.402759213;2.285525542;0.402759213","0.402759213;0.402759213;2.329281962;0.402759213","0;0;0.3688888889;0","0;0;0.3784194529;0","100011;100011;0.675;100011","100000;100000;0.658;100000","0;0;0;0","0;0;0;0","9.998900121;9.998900121;2962962963;9.998900121","10;10;3039513678;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",10,54.94,52.44,"1000;1000;2000;1000","2000;1000;1000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","47.26;49.14;54.94;49.2","52.39;48.57;52.44;48.62","0.402759213;0.402759213;2.329281962;0.402759213","2.314934362;0.402759213;0.402759213;0.402759213","0;0;0.3784194529;0","0.375;0;0;0","100000;100000;0.658;100000","0.664;100000;100000;100000","0;0;0;0","0;0;0;0","10;10;3039513678;10","3012048193;10;10;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",11,52.44,54.96,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.39;48.57;52.44;48.62","54.96;48.09;51.38;48.13","2.314934362;0.402759213;0.402759213;0.402759213","2.334157092;0.402759213;0.402759213;0.402759213","0.375;0;0;0","0.3795731707;0;0;0","0.664;100000;100000;100000","0.656;100005;100005;100005","0;0;0;0","0;0;0;0","3012048193;10;10;10","3048780488;9.999500025;9.999500025;9.999500025","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",12,54.96,52.55,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","54.96;48.09;51.38;48.13","52.55;52.29;50.5;47.72","2.334157092;0.402759213;0.402759213;0.402759213","0.402759213;2.254982762;0.402759213;0.402759213","0.3795731707;0;0;0","0;0.363372093;0;0","0.656;100005;100005;100005","100000;0.688;100000;100000","0;0;0;0","0;0;0;0","3048780488;9.999500025;9.999500025;9.999500025","10;2906976744;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",13,52.55,54.8,"1000;2000;1000;1000","1000;2000;1000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.55;52.29;50.5;47.72","51.5;54.8;49.75;47.37","0.402759213;2.254982762;0.402759213;0.402759213","0.402759213;2.293742792;0.402759213;0.402759213","0;0.363372093;0;0","0;0.3710879285;0;0","100000;0.688;100000;100000","100000;0.671;100000;100000","0;0;0;0","0;0;0;0","10;2906976744;10;10","10;2980625931;10;10","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",14,54.8,52.88,"1000;2000;1000;1000","1000;1000;1000;2000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","51.5;54.8;49.75;47.37","50.62;52.88;49.12;52.14","0.402759213;2.293742792;0.402759213;0.402759213","0.402759213;0.402759213;0.402759213;2.251459452","0;0.3710879285;0;0","0;0;0;0.3613933237","100000;0.671;100000;100000","100000;100000;100000;0.689","0;0;0;0","0;0;0;0","10;2980625931;10;10","10;10;10;2902757620","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",15,52.88,54.66,"1000;1000;1000;2000","1000;1000;1000;2000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","50.62;52.88;49.12;52.14","49.87;51.78;48.59;54.66","0.402759213;0.402759213;0.402759213;2.251459452","0.402759213;0.402759213;0.402759213;2.282544882","0;0;0;0.3613933237","0;0;0;0.3683431953","100000;100000;100000;0.689","100000.5;100000.5;100000.5;0.676","0;0;0;0","0;0;0;0","10;10;10;2902757620","9.99995;9.99995;9.99995;2958579882","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",16,54.66,52.53,"1000;1000;1000;2000","1000;1000;2000;1000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","49.87;51.78;48.59;54.66","49.24;50.85;52.53;52.42","0.402759213;0.402759213;0.402759213;2.282544882","0.402759213;0.402759213;2.319952612;0.402759213","0;0;0;0.3683431953","0;0;0.3767019667;0","100000.5;100000.5;100000.5;0.676","100009.5;100009.5;0.661;100009.5","0;0;0;0","0;0;0;0","9.99995;9.99995;9.99995;2958579882","9.99905009;9.99905009;3025718608;9.99905009","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",17,52.53,55.07,"1000;1000;2000;1000","1000;1000;2000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.24;50.85;52.53;52.42","48.71;50.07;55.07;51.39","0.402759213;0.402759213;2.319952612;0.402759213","0.402759213;0.402759213;2.335138782;0.402759213","0;0;0.3767019667;0","0;0;0.3801526718;0","100009.5;100009.5;0.661;100009.5","100000;100000;0.655;100000","0;0;0;0","0;0;0;0","9.99905009;9.99905009;3025718608;9.99905009","10;10;3053435115;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",18,55.07,53.45,"1000;1000;2000;1000","2000;1000;1000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","48.71;50.07;55.07;51.39","52.49;49.41;53.45;50.52","0.402759213;0.402759213;2.335138782;0.402759213","2.300730622;0.402759213;0.402759213;0.402759213","0;0;0.3801526718;0","0.372754491;0;0;0","100000;100000;0.655;100000","0.668;100007;100007;100007","0;0;0;0","0;0;0;0","10;10;3053435115;10","2994011976;9.999300049;9.999300049;9.999300049","0;0;0;0","0;0;0;0","-1;-1;0;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",19,53.45,55.05,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.49;49.41;53.45;50.52","55.05;48.85;52.29;49.79","2.300730622;0.402759213;0.402759213;0.402759213","2.310563172;0.402759213;0.402759213;0.402759213","0.372754491;0;0;0","0.375;0;0;0","0.668;100007;100007;100007","0.664;100000;100000;100000","0;0;0;0","0;0;0;0","2994011976;9.999300049;9.999300049;9.999300049","3012048193;10;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",20,55.05,53.48,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","55.05;48.85;52.29;49.79","53.48;52.42;51.31;49.17","2.310563172;0.402759213;0.402759213;0.402759213","0.402759213;2.279016312;0.402759213;0.402759213","0.375;0;0;0","0;0.3692762186;0;0","0.664;100000;100000;100000","100001;0.677;100001;100001","0;0;0;0","0;0;0;0","3012048193;10;10;10","9.999900001;2954209749;9.999900001;9.999900001","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",21,53.48,55.09,"1000;2000;1000;1000","1000;2000;1000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","53.48;52.42;51.31;49.17","52.33;55.09;50.48;48.64","0.402759213;2.279016312;0.402759213;0.402759213","0.402759213;2.302392212;0.402759213;0.402759213","0;0.3692762186;0;0","0;0.3748125937;0;0","100001;0.677;100001;100001","100001.5;0.667;100001.5;100001.5","0;0;0;0","0;0;0;0","9.999900001;2954209749;9.999900001;9.999900001","9.999850002;2998500750;9.999850002;9.999850002","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",22,55.09,53.51,"1000;2000;1000;1000","1000;1000;1000;2000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.33;55.09;50.48;48.64","51.36;53.51;49.78;52.38","0.402759213;2.302392212;0.402759213;0.402759213","0.402759213;0.402759213;0.402759213;2.281115932","0;0.3748125937;0;0","0;0;0;0.3683431953","100001.5;0.667;100001.5;100001.5","100001;100001;100001;0.676","0;0;0;0","0;0;0;0","9.999850002;2998500750;9.999850002;9.999850002","9.999900001;9.999900001;9.999900001;2958579882","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",23,53.51,54.97,"1000;1000;1000;2000","1000;1000;1000;2000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","51.36;53.51;49.78;52.38","50.54;52.35;49.19;54.97","0.402759213;0.402759213;0.402759213;2.281115932","0.402759213;0.402759213;0.402759213;2.313486032","0;0;0;0.3683431953","0;0;0;0.3755656109","100001;100001;100001;0.676","100000;100000;100000;0.663","0;0;0;0","0;0;0;0","9.999900001;9.999900001;9.999900001;2958579882","10;10;10;3016591252","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",24,54.97,53.41,"1000;1000;1000;2000","1000;1000;2000;1000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","50.54;52.35;49.19;54.97","49.84;51.38;52.74;53.41","0.402759213;0.402759213;0.402759213;2.313486032","0.402759213;0.402759213;2.340552862;0.402759213","0;0;0;0.3755656109","0;0;0.3819018405;0","100000;100000;100000;0.663","100000;100000;0.652;100000","0;0;0;0","0;0;0;0","10;10;10;3016591252","10;10;3067484663;10","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",25,53.41,55.59,"1000;1000;2000;1000","1000;1000;2000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.84;51.38;52.74;53.41","49.25;50.55;55.59;52.26","0.402759213;0.402759213;2.340552862;0.402759213","0.402759213;0.402759213;2.343470652;0.402759213","0;0;0.3819018405;0","0;0;0.3824884793;0","100000;100000;0.652;100000","100000.5;100000.5;0.651;100000.5","0;0;0;0","0;0;0;0","10;10;3067484663;10","9.99995;9.99995;3072196621;9.99995","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",26,55.59,53.95,"1000;1000;2000;1000","2000;1000;1000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.25;50.55;55.59;52.26","52.8;49.85;53.95;51.3","0.402759213;0.402759213;2.343470652;0.402759213","2.338971492;0.402759213;0.402759213;0.402759213","0;0;0.3824884793;0","0.382848392;0;0;0","100000.5;100000.5;0.651;100000.5","0.653;100001;100001;100001","0;0;0;0","0;0;0;0","9.99995;9.99995;3072196621;9.99995","3062787136;9.999900001;9.999900001;9.999900001","0;0;0;0","0;0;0;0","-1;-1;0;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",27,53.95,55.62,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.8;49.85;53.95;51.3","55.62;49.26;52.74;50.48","2.338971492;0.402759213;0.402759213;0.402759213","2.330877302;0.402759213;0.402759213;0.402759213","0.382848392;0;0;0","0.3805175038;0;0;0","0.653;100001;100001;100001","0.657;100001.5;100001.5;100001.5","0;0;0;0","0;0;0;0","3062787136;9.999900001;9.999900001;9.999900001","3044140030;9.999850002;9.999850002;9.999850002","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",28,55.62,53.99,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","55.62;49.26;52.74;50.48","53.99;52.78;51.73;49.79","2.330877302;0.402759213;0.402759213;0.402759213","0.402759213;2.326527262;0.402759213;0.402759213","0.3805175038;0;0;0","0;0.3805175038;0;0","0.657;100001.5;100001.5;100001.5","100000;0.657;100000;100000","0;0;0;0","0;0;0;0","3044140030;9.999850002;9.999850002;9.999850002","10;3044140030;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",29,53.99,55.75,"1000;2000;1000;1000","1000;2000;1000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","53.99;52.78;51.73;49.79","52.79;55.75;50.87;49.2","0.402759213;2.326527262;0.402759213;0.402759213","0.402759213;2.392587332;0.402759213;0.402759213","0;0.3805175038;0;0","0;0.3949447077;0;0","100000;0.657;100000;100000","100000;0.633;100000;100000","0;0;0;0","0;0;0;0","10;3044140030;10;10","10;3159557662;10;10","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",30,55.75,54.09,"1000;2000;1000;1000","1000;1000;1000;2000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.79;55.75;50.87;49.2","51.77;54.09;50.14;52.73","0.402759213;2.392587332;0.402759213;0.402759213","0.402759213;0.402759213;0.402759213;2.328852682","0;0.3949447077;0;0","0;0;0;0.3795731707","100000;0.633;100000;100000","100000;100000;100000;0.656","0;0;0;0","0;0;0;0","10;3159557662;10;10","10;10;10;3048780488","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",31,54.09,55.57,"1000;1000;1000;2000","1000;1000;1000;2000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","51.77;54.09;50.14;52.73","50.91;52.87;49.52;55.57","0.402759213;0.402759213;0.402759213;2.328852682","0.402759213;0.402759213;0.402759213;2.337546022","0;0;0;0.3795731707","0;0;0;0.380733945","100000;100000;100000;0.656","100002;100002;100002;0.654","0;0;0;0","0;0;0;0","10;10;10;3048780488","9.999800004;9.999800004;9.999800004;3058103976","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",32,55.57,53.94,"1000;1000;1000;2000","1000;1000;2000;1000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","50.91;52.87;49.52;55.57","50.18;51.84;53;53.94","0.402759213;0.402759213;0.402759213;2.337546022","0.402759213;0.402759213;2.326801232;0.402759213","0;0;0;0.380733945","0;0;0.3772727273;0","100002;100002;100002;0.654","100000;100000;0.66;100000","0;0;0;0","0;0;0;0","9.999800004;9.999800004;9.999800004;3058103976","10;10;3030303030;10","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",33,53.94,55.79,"1000;1000;2000;1000","1000;1000;2000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","50.18;51.84;53;53.94","49.56;50.97;55.79;52.74","0.402759213;0.402759213;2.326801232;0.402759213","0.402759213;0.402759213;2.328086562;0.402759213","0;0;0.3772727273;0","0;0;0.37784522;0","100000;100000;0.66;100000","100000;100000;0.659;100000","0;0;0;0","0;0;0;0","10;10;3030303030;10","10;10;3034901366;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",34,55.79,54.15,"1000;1000;2000;1000","2000;1000;1000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.56;50.97;55.79;52.74","53.07;50.23;54.15;51.73","0.402759213;0.402759213;2.328086562;0.402759213","2.334897042;0.402759213;0.402759213;0.402759213","0;0;0.37784522;0","0.3795731707;0;0;0","100000;100000;0.659;100000","0.656;100000;100000;100000","0;0;0;0","0;0;0;0","10;10;3034901366;10","3048780488;10;10;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",35,54.15,55.84,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","53.07;50.23;54.15;51.73","55.84;49.6;52.93;50.87","2.334897042;0.402759213;0.402759213;0.402759213","2.319608222;0.402759213;0.402759213;0.402759213","0.3795731707;0;0;0","0.3761329305;0;0;0","0.656;100000;100000;100000","0.662;100000;100000;100000","0;0;0;0","0;0;0;0","3048780488;10;10;10","3021148036;10;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",36,55.84,54.2,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","55.84;49.6;52.93;50.87","54.2;52.93;51.91;50.14","2.319608222;0.402759213;0.402759213;0.402759213","0.402759213;2.263228842;0.402759213;0.402759213","0.3761329305;0;0;0","0;0.3640350877;0;0","0.662;100000;100000;100000","100007.5;0.684;100007.5;100007.5","0;0;0;0","0;0;0;0","3021148036;10;10;10","9.999250056;2923976608;9.999250056;9.999250056","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",37,54.2,55.71,"1000;2000;1000;1000","1000;2000;1000;1000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","54.2;52.93;51.91;50.14","52.98;55.71;51.04;49.52","0.402759213;2.263228842;0.402759213;0.402759213","0.402759213;2.311016542;0.402759213;0.402759213","0;0.3640350877;0;0","0;0.375;0;0","100007.5;0.684;100007.5;100007.5","100000;0.664;100000;100000","0;0;0;0","0;0;0;0","9.999250056;2923976608;9.999250056;9.999250056","10;3012048193;10;10","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;0;-1;-1"
"parsec-blackscholes-simsmall-3",38,55.71,54.09,"1000;2000;1000;1000","1000;1000;1000;2000","0;1;0;0","nan;nan;nan;nan","nan;nan;nan;nan","52.98;55.71;51.04;49.52","51.95;54.09;50.3;52.87","0.402759213;2.311016542;0.402759213;0.402759213","0.402759213;0.402759213;0.402759213;2.267321262","0;0.375;0;0","0;0;0;0.3651026393","100000;0.664;100000;100000","100000;100000;100000;0.682","0;0;0;0","0;0;0;0","10;3012048193;10;10","10;10;10;2932551320","0;0;0;0","0;0;0;0","-1;0;-1;-1","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",39,54.09,55.68,"1000;1000;1000;2000","1000;1000;1000;2000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","51.95;54.09;50.3;52.87","51.08;52.89;49.67;55.68","0.402759213;0.402759213;0.402759213;2.267321262","0.402759213;0.402759213;0.402759213;2.322878902","0;0;0;0.3651026393","0;0;0;0.378214826","100000;100000;100000;0.682","100000;100000;100000;0.661","0;0;0;0","0;0;0;0","10;10;10;2932551320","10;10;10;3025718608","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;-1;0"
"parsec-blackscholes-simsmall-3",40,55.68,54.06,"1000;1000;1000;2000","1000;1000;2000;1000","0;0;0;1","nan;nan;nan;nan","nan;nan;nan;nan","51.08;52.89;49.67;55.68","50.34;51.88;53.16;54.06","0.402759213;0.402759213;0.402759213;2.322878902","0.402759213;0.402759213;2.331349392;0.402759213","0;0;0;0.378214826","0;0;0.3789954338;0","100000;100000;100000;0.661","100010.5;100010.5;0.657;100010.5","0;0;0;0","0;0;0;0","10;10;10;3025718608","9.99895011;9.99895011;3044140030;9.99895011","0;0;0;0","0;0;0;0","-1;-1;-1;0","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",41,54.06,56,"1000;1000;2000;1000","1000;1000;2000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","50.34;51.88;53.16;54.06","49.71;51.02;56;52.86","0.402759213;0.402759213;2.331349392;0.402759213","0.402759213;0.402759213;2.351747862;0.402759213","0;0;0.3789954338;0","0;0;0.3836671803;0","100010.5;100010.5;0.657;100010.5","100003;100003;0.649;100003","0;0;0;0","0;0;0;0","9.99895011;9.99895011;3044140030;9.99895011","9.999700009;9.999700009;3081664099;9.999700009","0;0;0;0","0;0;0;0","-1;-1;0;-1","-1;-1;0;-1"
"parsec-blackscholes-simsmall-3",42,56,54.34,"1000;1000;2000;1000","2000;1000;1000;1000","0;0;1;0","nan;nan;nan;nan","nan;nan;nan;nan","49.71;51.02;56;52.86","53.09;50.29;54.34;51.85","0.402759213;0.402759213;2.351747862;0.402759213","2.287041802;0.402759213;0.402759213;0.402759213","0;0;0.3836671803;0","0.3688888889;0;0;0","100003;100003;0.649;100003","0.675;100000;100000;100000","0;0;0;0","0;0;0;0","9.999700009;9.999700009;3081664099;9.999700009","2962962963;10;10;10","0;0;0;0","0;0;0;0","-1;-1;0;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",43,54.34,55.82,"2000;1000;1000;1000","2000;1000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","53.09;50.29;54.34;51.85","55.82;49.67;53.11;50.99","2.287041802;0.402759213;0.402759213;0.402759213","2.297972072;0.402759213;0.402759213;0.402759213","0.3688888889;0;0;0","0.371641791;0;0;0","0.675;100000;100000;100000","0.67;100001;100001;100001","0;0;0;0","0;0;0;0","2962962963;10;10;10","2985074627;9.999900001;9.999900001;9.999900001","0;0;0;0","0;0;0;0","0;-1;-1;-1","0;-1;-1;-1"
"parsec-blackscholes-simsmall-3",44,55.82,54.19,"2000;1000;1000;1000","1000;2000;1000;1000","1;0;0;0","nan;nan;nan;nan","nan;nan;nan;nan","55.82;49.67;53.11;50.99","54.19;53.06;52.07;50.26","2.297972072;0.402759213;0.402759213;0.402759213","0.402759213;2.285359252;0.402759213;0.402759213","0.371641791;0;0;0","0;0.3688888889;0;0","0.67;100001;100001;100001","100000;0.675;100000;100000","0;0;0;0","0;0;0;0","2985074627;9.999900001;9.999900001;9.999900001","10;2962962963;10;10","0;0;0;0","0;0;0;0","0;-1;-1;-1","-1;0;-1;-1"
